date,store,sales,transactions,avg_basket,foot_traffic,temperature,is_holiday
2022-04-05,Store_A,148342.91,485.0,1245.24,881.0,35.5,0
2022-04-06,Store_A,132929.99,298.0,425.49,1566.0,32.8,0
2022-04-07,Store_A,125968.12,316.0,337.63,1396.0,29.1,0
2022-04-08,Store_A,127695.66,633.0,1270.73,1984.0,36.5,0
2022-04-09,Store_A,141152.2,310.0,432.39,1694.0,29.1,1
2022-04-10,Store_A,147668.18,308.0,335.33,1860.0,38.8,1
2022-04-11,Store_A,154681.88,333.0,1484.22,891.0,40.3,0
2022-04-12,Store_A,146726.05,417.0,683.96,309.0,33.7,0
2022-04-13,Store_A,118440.75,256.0,1125.43,935.0,32.0,0
2022-04-14,Store_A,118873.89,573.0,1314.47,1909.0,40.5,0
2022-04-15,Store_A,128076.75,401.0,663.3,1097.0,33.1,0
2022-04-16,Store_A,145215.8,293.0,348.32,944.0,32.4,1
2022-04-17,Store_A,144784.03,579.0,1295.44,380.0,36.3,1
2022-04-18,Store_A,152700.51,673.0,1439.15,1493.0,32.1,0
2022-04-19,Store_A,147796.74,322.0,748.94,894.0,34.7,0
2022-04-20,Store_A,137606.83,333.0,1330.21,936.0,37.5,0
2022-04-21,Store_A,125288.61,571.0,965.03,1428.0,30.7,1
2022-04-22,Store_A,123998.33,249.0,1428.59,1919.0,37.9,0
2022-04-23,Store_A,131809.92,465.0,630.58,1867.0,36.2,1
2022-04-24,Store_A,164712.43,473.0,1045.96,1593.0,36.2,1
2022-04-25,Store_A,152597.41,545.0,649.59,1778.0,36.0,0
2022-04-26,Store_A,154202.74,425.0,1161.72,838.0,30.5,1
2022-04-27,Store_A,129209.3,354.0,524.33,134.0,37.3,0
2022-04-28,Store_A,134731.64,291.0,1203.01,1866.0,31.5,0
2022-04-29,Store_A,127052.47,342.0,392.91,367.0,34.8,0
2022-04-30,Store_A,138274.78,301.0,921.38,1690.0,33.6,1
2022-05-01,Store_A,145511.1,335.0,700.04,1435.0,35.0,1
2022-05-02,Store_A,144202.59,437.0,660.01,639.0,28.5,0
2022-05-03,Store_A,138035.01,440.0,411.46,1360.0,37.5,0
2022-05-04,Store_A,132744.71,275.0,584.38,944.0,30.9,0
2022-05-05,Store_A,123387.52,458.0,354.64,1720.0,34.2,0
2022-05-06,Store_A,129431.03,316.0,1124.25,1028.0,35.3,0
2022-05-07,Store_A,,,,,33.5,1
2022-05-08,Store_A,53458.92,139.0,943.59,655.0,34.9,1
2022-05-09,Store_A,145422.55,380.0,871.79,858.0,30.1,0
2022-05-10,Store_A,150963.37,526.0,498.41,1366.0,32.6,0
2022-05-11,Store_A,131454.7,542.0,582.66,1095.0,31.9,0
2022-05-12,Store_A,124860.69,261.0,539.37,1012.0,33.3,0
2022-05-13,Store_A,136464.1,436.0,472.41,1102.0,33.2,0
2022-05-14,Store_A,133237.24,389.0,453.75,1865.0,34.3,1
2022-05-15,Store_A,142348.2,699.0,412.45,1180.0,31.4,1
2022-05-16,Store_A,142651.22,462.0,435.05,1740.0,30.0,0
2022-05-17,Store_A,141432.44,295.0,668.66,1281.0,32.2,0
2022-05-18,Store_A,126109.38,290.0,440.15,457.0,25.7,0
2022-05-19,Store_A,128303.35,461.0,755.6,790.0,29.6,0
2022-05-20,Store_A,125601.07,470.0,760.0,1800.0,34.6,0
2022-05-21,Store_A,139181.68,344.0,381.98,276.0,29.3,1
2022-05-22,Store_A,147124.87,513.0,431.61,844.0,27.8,1
2022-05-23,Store_A,142064.85,550.0,762.89,944.0,33.5,0
2022-05-24,Store_A,134437.91,325.0,945.96,465.0,27.7,0
2022-05-25,Store_A,126691.97,550.0,1130.18,513.0,32.6,0
2022-05-26,Store_A,122226.63,318.0,791.37,1627.0,29.1,0
2022-05-27,Store_A,125975.0,502.0,311.62,1594.0,27.6,0
2022-05-28,Store_A,135156.28,540.0,612.44,113.0,29.9,1
2022-05-29,Store_A,141014.55,308.0,1490.1,817.0,26.8,1
2022-05-30,Store_A,139252.59,500.0,759.92,1472.0,26.8,0
2022-05-31,Store_A,133398.61,522.0,489.58,1597.0,34.9,0
2022-06-01,Store_A,129555.57,359.0,635.34,1239.0,30.7,0
2022-06-02,Store_A,116566.64,291.0,1135.71,643.0,25.4,0
2022-06-03,Store_A,125285.25,378.0,730.79,1940.0,29.8,0
2022-06-04,Store_A,133999.37,492.0,900.06,1019.0,27.9,1
2022-06-05,Store_A,147835.69,419.0,1262.17,1131.0,22.8,1
2022-06-06,Store_A,138344.32,389.0,537.77,645.0,30.4,0
2022-06-07,Store_A,132812.64,537.0,980.81,909.0,26.1,0
2022-06-08,Store_A,111495.7,350.0,374.81,157.0,30.2,0
2022-06-09,Store_A,112808.9,257.0,1137.51,403.0,27.2,0
2022-06-10,Store_A,114602.54,229.0,479.78,1350.0,28.0,0
2022-06-11,Store_A,131361.38,294.0,840.29,551.0,18.8,1
2022-06-12,Store_A,147214.36,706.0,1155.91,690.0,28.5,1
2022-06-13,Store_A,142152.3,580.0,1337.93,565.0,29.1,0
2022-06-14,Store_A,371723.96,887.0,692.88,236.0,24.2,0
2022-06-15,Store_A,118315.04,268.0,1390.96,1728.0,27.1,0
2022-06-16,Store_A,109136.69,252.0,917.89,685.0,22.8,0
2022-06-17,Store_A,116383.27,263.0,1273.48,1528.0,20.9,0
2022-06-18,Store_A,122723.95,346.0,1023.69,381.0,22.1,1
2022-06-19,Store_A,129877.84,563.0,768.97,1993.0,18.6,1
2022-06-20,Store_A,137815.83,284.0,776.82,1777.0,24.3,0
2022-06-21,Store_A,123451.34,404.0,931.75,1998.0,23.1,0
2022-06-22,Store_A,124678.58,351.0,1421.18,202.0,26.2,0
2022-06-23,Store_A,111317.53,274.0,1271.04,609.0,22.5,0
2022-06-24,Store_A,115158.3,407.0,701.4,1304.0,23.8,0
2022-06-25,Store_A,124462.39,270.0,474.41,1209.0,27.7,1
2022-06-26,Store_A,129750.32,276.0,525.44,1250.0,23.2,1
2022-06-27,Store_A,141365.23,526.0,1282.98,1167.0,23.3,0
2022-06-28,Store_A,118714.44,355.0,825.18,186.0,18.6,0
2022-06-29,Store_A,124883.17,479.0,540.65,940.0,23.6,0
2022-06-30,Store_A,109234.39,407.0,1475.64,773.0,19.5,0
2022-07-01,Store_A,242036.33,1111.0,735.21,785.0,20.5,0
2022-07-02,Store_A,122648.11,252.0,451.29,1296.0,20.3,1
2022-07-03,Store_A,,,,,17.6,1
2022-07-04,Store_A,131163.55,385.0,523.64,227.0,20.3,0
2022-07-05,Store_A,126728.95,626.0,936.31,124.0,22.2,0
2022-07-06,Store_A,121443.48,367.0,515.19,131.0,19.5,0
2022-07-07,Store_A,109340.94,384.0,723.98,1829.0,18.8,0
2022-07-08,Store_A,118144.7,244.0,1216.69,677.0,14.0,0
2022-07-09,Store_A,121110.35,303.0,1454.83,178.0,19.3,1
2022-07-10,Store_A,123472.73,404.0,790.2,731.0,17.2,1
2022-07-11,Store_A,,,,,12.9,0
2022-07-12,Store_A,128016.43,439.0,523.81,876.0,15.3,0
2022-07-13,Store_A,105877.8,325.0,1148.47,182.0,18.0,0
2022-07-14,Store_A,110906.94,290.0,651.34,400.0,16.7,0
2022-07-15,Store_A,106213.92,248.0,1269.83,737.0,16.7,0
2022-07-16,Store_A,109491.53,275.0,1097.43,977.0,20.8,1
2022-07-17,Store_A,126432.57,289.0,1115.39,842.0,17.2,1
2022-07-18,Store_A,123161.77,387.0,558.04,168.0,20.3,0
2022-07-19,Store_A,117453.32,338.0,1331.38,1789.0,12.2,0
2022-07-20,Store_A,107028.31,434.0,735.98,1828.0,13.1,0
2022-07-21,Store_A,104777.75,218.0,1285.74,1740.0,10.6,0
2022-07-22,Store_A,103786.56,238.0,1040.39,322.0,14.7,0
2022-07-23,Store_A,116698.27,577.0,490.55,1140.0,13.3,1
2022-07-24,Store_A,128712.51,412.0,893.48,1022.0,16.0,1
2022-07-25,Store_A,127920.84,422.0,1305.75,469.0,13.0,0
2022-07-26,Store_A,31021.68,66.0,960.24,1621.0,14.3,0
2022-07-27,Store_A,119918.19,411.0,971.48,571.0,17.1,0
2022-07-28,Store_A,100290.75,257.0,783.04,131.0,22.4,0
2022-07-29,Store_A,97299.75,422.0,364.04,1249.0,14.2,0
2022-07-30,Store_A,110695.85,226.0,1482.93,1769.0,15.1,1
2022-07-31,Store_A,121521.68,466.0,359.12,875.0,9.6,1
2022-08-01,Store_A,135299.03,282.0,1494.97,1027.0,7.9,0
2022-08-02,Store_A,114225.41,297.0,1450.16,1717.0,15.9,0
2022-08-03,Store_A,107826.79,244.0,1235.52,1604.0,14.3,0
2022-08-04,Store_A,171635.23,439.0,860.08,1617.0,9.3,0
2022-08-05,Store_A,99809.14,204.0,1359.83,1544.0,11.7,0
2022-08-06,Store_A,,,,,10.7,1
2022-08-07,Store_A,185143.15,673.0,912.82,288.0,17.4,1
2022-08-08,Store_A,128452.2,283.0,744.3,505.0,7.7,0
2022-08-09,Store_A,120416.52,294.0,927.34,1141.0,5.5,0
2022-08-10,Store_A,102257.99,306.0,1096.28,1119.0,11.5,0
2022-08-11,Store_A,103980.39,327.0,1389.49,1671.0,11.9,0
2022-08-12,Store_A,92530.06,187.0,960.09,1484.0,11.9,0
2022-08-13,Store_A,107501.76,244.0,1065.87,1081.0,4.7,1
2022-08-14,Store_A,118042.71,318.0,887.59,957.0,11.4,1
2022-08-15,Store_A,126142.9,575.0,1040.57,398.0,4.3,0
2022-08-16,Store_A,113770.63,398.0,473.23,447.0,8.7,0
2022-08-17,Store_A,105704.72,337.0,650.51,981.0,8.8,0
2022-08-18,Store_A,93645.43,284.0,867.27,606.0,10.6,0
2022-08-19,Store_A,99744.76,240.0,502.36,317.0,10.3,0
2022-08-20,Store_A,113997.55,249.0,478.41,1646.0,12.1,1
2022-08-21,Store_A,106352.33,266.0,585.66,1615.0,7.8,1
2022-08-22,Store_A,123858.36,533.0,659.7,741.0,8.2,0
2022-08-23,Store_A,109954.05,521.0,878.96,520.0,14.1,0
2022-08-24,Store_A,93214.21,320.0,1059.67,1526.0,7.7,0
2022-08-25,Store_A,93343.05,214.0,688.72,725.0,9.9,0
2022-08-26,Store_A,104124.18,449.0,575.01,188.0,3.2,0
2022-08-27,Store_A,102765.54,225.0,1138.56,1841.0,8.1,1
2022-08-28,Store_A,115825.72,288.0,1260.09,579.0,7.1,1
2022-08-29,Store_A,107042.64,234.0,1329.78,108.0,4.1,0
2022-08-30,Store_A,99573.06,223.0,1387.39,573.0,4.1,0
2022-08-31,Store_A,93847.03,334.0,1474.56,767.0,6.9,0
2022-09-01,Store_A,99379.72,219.0,427.67,1551.0,4.1,0
2022-09-02,Store_A,95409.85,460.0,343.69,162.0,3.4,0
2022-09-03,Store_A,110585.65,458.0,458.3,1535.0,4.3,1
2022-09-04,Store_A,119604.3,311.0,349.58,1206.0,2.9,1
2022-09-05,Store_A,110840.51,478.0,399.52,1345.0,5.2,0
2022-09-06,Store_A,117732.2,421.0,752.49,1442.0,4.1,0
2022-09-07,Store_A,95905.93,327.0,1405.22,1258.0,-1.3,0
2022-09-08,Store_A,98405.71,203.0,764.22,1323.0,4.3,0
2022-09-09,Store_A,100249.49,267.0,1307.8,1703.0,8.6,0
2022-09-10,Store_A,,,,,7.8,1
2022-09-11,Store_A,112667.99,377.0,1174.58,1141.0,7.9,1
2022-09-12,Store_A,300372.63,957.0,329.3,950.0,3.7,0
2022-09-13,Store_A,108849.88,248.0,769.56,648.0,5.4,0
2022-09-14,Store_A,,,,,5.9,0
2022-09-15,Store_A,28676.69,85.0,565.08,219.0,3.9,1
2022-09-16,Store_A,92119.05,358.0,902.25,738.0,4.4,0
2022-09-17,Store_A,109920.0,283.0,1263.86,528.0,12.6,1
2022-09-18,Store_A,102858.13,241.0,1392.19,1644.0,9.2,1
2022-09-19,Store_A,111155.69,280.0,329.68,842.0,4.0,0
2022-09-20,Store_A,14915.71,47.0,1370.1,798.0,8.0,0
2022-09-21,Store_A,96708.51,266.0,796.71,1981.0,1.9,0
2022-09-22,Store_A,93542.25,345.0,625.51,1117.0,6.6,0
2022-09-23,Store_A,86423.19,249.0,718.53,1322.0,3.7,0
2022-09-24,Store_A,108633.38,245.0,815.72,612.0,3.7,1
2022-09-25,Store_A,116674.78,280.0,487.11,1478.0,3.7,1
2022-09-26,Store_A,117659.02,493.0,1095.17,1818.0,0.5,0
2022-09-27,Store_A,106587.17,259.0,1023.26,1861.0,6.5,0
2022-09-28,Store_A,93815.77,244.0,1151.53,1601.0,2.8,0
2022-09-29,Store_A,90065.5,188.0,1194.99,1296.0,1.3,0
2022-09-30,Store_A,94454.95,220.0,450.01,1995.0,2.8,0
2022-10-01,Store_A,,,,,2.9,1
2022-10-02,Store_A,111383.75,287.0,325.88,715.0,3.2,1
2022-10-03,Store_A,116107.57,274.0,1492.27,1707.0,7.5,0
2022-10-04,Store_A,105576.46,227.0,1433.97,663.0,1.5,0
2022-10-05,Store_A,99911.7,482.0,548.2,1071.0,5.6,0
2022-10-06,Store_A,90854.62,264.0,1398.14,242.0,3.2,0
2022-10-07,Store_A,,,,,7.0,0
2022-10-08,Store_A,93456.18,386.0,1431.27,496.0,6.2,1
2022-10-09,Store_A,115091.94,238.0,1232.95,756.0,1.9,1
2022-10-10,Store_A,44997.09,117.0,1484.39,368.0,8.5,0
2022-10-11,Store_A,111603.93,274.0,516.02,1786.0,2.7,0
2022-10-12,Store_A,,,,,7.7,0
2022-10-13,Store_A,88940.18,203.0,380.57,112.0,4.4,0
2022-10-14,Store_A,90349.86,391.0,668.91,1932.0,4.7,0
2022-10-15,Store_A,106068.86,408.0,412.4,1438.0,4.9,1
2022-10-16,Store_A,116882.92,314.0,309.84,1076.0,4.5,1
2022-10-17,Store_A,111560.95,273.0,957.85,253.0,4.5,0
2022-10-18,Store_A,116960.17,318.0,848.69,1686.0,4.4,0
2022-10-19,Store_A,107248.43,433.0,855.66,603.0,4.7,1
2022-10-20,Store_A,94734.12,416.0,379.82,206.0,-0.8,0
2022-10-21,Store_A,98397.66,223.0,903.05,954.0,6.2,0
2022-10-22,Store_A,95826.7,448.0,678.06,608.0,4.3,1
2022-10-23,Store_A,111325.76,233.0,912.36,154.0,4.6,1
2022-10-24,Store_A,109611.83,346.0,1412.88,1463.0,6.0,0
2022-10-25,Store_A,105632.19,365.0,854.53,615.0,3.6,0
2022-10-26,Store_A,104077.9,455.0,1132.47,1450.0,10.1,0
2022-10-27,Store_A,99541.5,376.0,852.91,726.0,2.8,0
2022-10-28,Store_A,102169.88,474.0,1403.39,544.0,4.4,0
2022-10-29,Store_A,108074.54,429.0,1079.73,663.0,6.6,1
2022-10-30,Store_A,245972.32,695.0,1250.9,1878.0,3.8,1
2022-10-31,Store_A,109202.35,275.0,598.68,709.0,1.8,0
2022-11-01,Store_A,105023.44,249.0,1095.78,565.0,11.3,0
2022-11-02,Store_A,101568.53,417.0,1200.75,1284.0,7.1,0
2022-11-03,Store_A,100262.87,218.0,1414.74,882.0,4.0,0
2022-11-04,Store_A,96800.56,200.0,628.49,395.0,11.8,0
2022-11-05,Store_A,100729.19,471.0,819.15,550.0,8.5,1
2022-11-06,Store_A,113594.04,263.0,305.97,812.0,3.0,1
2022-11-07,Store_A,114680.09,275.0,559.53,1681.0,8.9,0
2022-11-08,Store_A,104385.97,494.0,1092.5,906.0,6.1,0
2022-11-09,Store_A,117157.98,239.0,1376.57,444.0,7.4,0
2022-11-10,Store_A,26399.98,69.0,605.78,771.0,6.7,0
2022-11-11,Store_A,90107.85,344.0,1055.43,1557.0,6.4,0
2022-11-12,Store_A,99531.72,481.0,351.07,149.0,7.8,1
2022-11-13,Store_A,114956.35,493.0,329.54,1332.0,8.5,1
2022-11-14,Store_A,113586.73,228.0,471.36,1565.0,10.9,0
2022-11-15,Store_A,129642.81,516.0,1341.55,106.0,5.3,0
2022-11-16,Store_A,102192.41,389.0,450.19,1078.0,8.1,0
2022-11-17,Store_A,102975.67,208.0,643.47,1121.0,8.8,0
2022-11-18,Store_A,100586.93,244.0,1109.26,1091.0,9.5,0
2022-11-19,Store_A,106009.76,433.0,847.42,477.0,5.1,1
2022-11-20,Store_A,127666.63,418.0,1432.38,1931.0,17.7,1
2022-11-21,Store_A,127970.95,279.0,1459.62,1021.0,14.8,0
2022-11-22,Store_A,118177.28,289.0,1163.95,1612.0,7.1,0
2022-11-23,Store_A,122509.83,518.0,1073.8,1537.0,10.6,0
2022-11-24,Store_A,104640.73,450.0,1419.6,771.0,13.9,0
2022-11-25,Store_A,103274.5,461.0,760.95,1127.0,11.5,0
2022-11-26,Store_A,125843.76,304.0,303.48,1491.0,13.5,1
2022-11-27,Store_A,126503.4,489.0,1134.98,1724.0,11.1,1
2022-11-28,Store_A,135958.85,364.0,1063.2,1637.0,10.5,0
2022-11-29,Store_A,120817.2,346.0,419.97,1123.0,8.6,0
2022-11-30,Store_A,94608.28,191.0,862.42,1361.0,16.7,0
2022-12-01,Store_A,97095.87,337.0,664.59,577.0,6.0,0
2022-12-02,Store_A,114564.36,268.0,759.23,1146.0,10.3,0
2022-12-03,Store_A,114340.25,298.0,484.52,436.0,14.6,1
2022-12-04,Store_A,128307.37,364.0,1342.06,472.0,9.7,1
2022-12-05,Store_A,135848.04,525.0,626.79,937.0,8.9,0
2022-12-06,Store_A,124751.13,608.0,971.49,970.0,20.6,0
2022-12-07,Store_A,109492.57,277.0,1220.54,612.0,15.2,0
2022-12-08,Store_A,108574.3,271.0,1385.87,1320.0,16.6,0
2022-12-09,Store_A,111823.34,418.0,1295.8,618.0,16.4,1
2022-12-10,Store_A,118146.94,373.0,994.93,1134.0,19.2,1
2022-12-11,Store_A,121867.34,294.0,476.18,1924.0,15.3,1
2022-12-12,Store_A,130267.49,261.0,1435.41,560.0,13.0,0
2022-12-13,Store_A,126056.63,317.0,550.85,423.0,10.6,0
2022-12-14,Store_A,109057.6,384.0,873.74,1783.0,17.1,0
2022-12-15,Store_A,106331.85,245.0,1040.33,1809.0,8.8,0
2022-12-16,Store_A,110066.32,483.0,877.72,1381.0,13.6,0
2022-12-17,Store_A,112858.61,524.0,357.64,1730.0,14.0,1
2022-12-18,Store_A,133327.87,378.0,584.56,972.0,20.4,1
2022-12-19,Store_A,136545.36,508.0,988.85,1670.0,16.5,0
2022-12-20,Store_A,126455.96,481.0,1054.7,1003.0,20.2,0
2022-12-21,Store_A,112437.67,427.0,567.06,1008.0,16.1,0
2022-12-22,Store_A,116780.02,290.0,459.09,175.0,16.4,0
2022-12-23,Store_A,120174.17,558.0,725.59,1112.0,19.2,0
2022-12-24,Store_A,126903.84,559.0,1141.01,828.0,22.1,1
2022-12-25,Store_A,135837.97,425.0,398.53,1171.0,14.9,1
2022-12-26,Store_A,141567.17,622.0,1484.71,1650.0,16.8,0
2022-12-27,Store_A,132003.43,458.0,711.97,1404.0,15.8,0
2022-12-28,Store_A,118002.85,291.0,353.13,308.0,18.3,0
2022-12-29,Store_A,117113.18,513.0,322.69,1577.0,15.5,0
2022-12-30,Store_A,117911.4,415.0,728.54,766.0,16.0,0
2022-12-31,Store_A,273026.1,707.0,1029.11,1767.0,24.2,1
2023-01-01,Store_A,143632.14,361.0,534.46,232.0,13.8,1
2023-01-02,Store_A,134472.77,326.0,1446.57,459.0,17.9,0
2023-01-03,Store_A,136586.32,350.0,1339.33,1810.0,22.1,0
2023-01-04,Store_A,119156.75,264.0,977.79,882.0,16.2,0
2023-01-05,Store_A,115371.7,294.0,394.22,585.0,22.2,0
2023-01-06,Store_A,132048.01,516.0,1274.95,1679.0,22.9,0
2023-01-07,Store_A,135004.56,339.0,774.65,1731.0,24.5,1
2023-01-08,Store_A,142588.82,385.0,583.38,500.0,23.0,1
2023-01-09,Store_A,134932.59,285.0,470.54,408.0,26.0,0
2023-01-10,Store_A,137285.79,295.0,1391.18,314.0,26.5,0
2023-01-11,Store_A,117554.64,376.0,1471.2,533.0,22.2,0
2023-01-12,Store_A,123784.33,296.0,411.26,311.0,21.0,0
2023-01-13,Store_A,119144.0,318.0,888.77,566.0,26.4,0
2023-01-14,Store_A,138579.16,305.0,343.58,1944.0,28.2,1
2023-01-15,Store_A,145590.09,637.0,827.13,1076.0,26.6,1
2023-01-16,Store_A,140419.46,304.0,390.75,862.0,29.4,0
2023-01-17,Store_A,143750.37,344.0,1239.56,1353.0,21.4,0
2023-01-18,Store_A,144035.85,619.0,747.8,1349.0,23.5,0
2023-01-19,Store_A,125389.35,502.0,1158.67,1871.0,21.2,0
2023-01-20,Store_A,134096.0,498.0,457.62,1812.0,26.0,0
2023-01-21,Store_A,126498.03,367.0,335.59,471.0,25.2,1
2023-01-22,Store_A,150240.23,347.0,790.14,1928.0,27.5,1
2023-01-23,Store_A,146976.45,315.0,869.29,1284.0,29.5,0
2023-01-24,Store_A,142970.62,337.0,1258.04,513.0,25.4,0
2023-01-25,Store_A,138456.72,358.0,550.77,1259.0,24.3,0
2023-01-26,Store_A,48583.3,225.0,1062.47,409.0,23.0,0
